age,sex,education,income,emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
23.0,0,1,72873.0,0,12237.0,10.61,0.17,3.0,636,1,0,0,0,1,0,1,0,0,0,0,0
36.0,1,1,78783.0,14,7000.0,11.49,0.09,15.0,664,0,1,0,0,0,1,0,0,0,0,0,0
22.0,0,0,70625.0,0,1500.0,5.42,0.02,2.0,539,1,0,0,0,1,0,1,0,0,0,0,0
27.0,0,1,75414.0,5,15000.0,12.05,0.2,7.0,664,0,0,0,1,0,0,1,0,0,0,0,0
35.0,1,1,67207.0,13,7000.0,14.3,0.1,11.0,705,1,1,0,0,0,0,1,0,0,0,0,0
30.0,1,0,61095.0,6,8300.0,10.46,0.14,7.0,649,0,0,0,0,1,0,0,1,0,0,0,0
28.0,0,2,93789.0,4,10000.0,9.2,0.11,7.0,673,1,0,0,0,1,0,0,0,0,1,0,0
25.0,1,0,84929.0,4,5050.0,5.42,0.06,3.0,654,0,1,0,0,0,1,0,0,0,0,0,0
28.0,0,1,137879.0,8,8000.0,18.64,0.06,10.0,635,1,1,0,0,0,0,0,0,0,0,1,0
25.0,1,2,84295.0,2,7000.0,10.78,0.08,3.0,700,1,0,0,0,1,0,0,0,1,0,0,0
25.0,0,3,96914.0,5,18000.0,5.79,0.19,3.0,579,1,1,0,0,0,0,0,0,0,1,0,0
24.0,0,1,74395.0,6,6400.0,8.59,0.09,3.0,666,1,1,0,0,0,0,1,0,0,0,0,0
24.0,1,0,54948.0,1,6000.0,7.51,0.11,4.0,548,1,1,0,0,0,0,0,0,0,0,1,0
30.0,0,2,128404.0,7,20000.0,13.22,0.16,5.0,505,0,0,0,0,1,1,0,0,0,0,0,0
23.0,1,3,85109.0,0,11000.0,7.14,0.13,4.0,653,0,0,0,1,0,0,0,0,0,0,1,0
26.0,1,4,130535.0,4,18500.0,12.18,0.14,2.0,468,1,1,0,0,0,0,0,0,1,0,0,0
22.0,0,0,38216.0,0,1600.0,9.32,0.04,3.0,627,1,0,0,0,1,0,0,0,1,0,0,0
25.0,0,3,64677.0,4,10750.0,11.14,0.17,2.0,567,1,1,0,0,0,0,0,0,0,0,1,0
26.0,1,2,15015.0,7,1000.0,10.6,0.07,3.0,659,0,0,0,0,1,1,0,0,0,0,0,0
31.0,0,3,67217.0,7,8000.0,7.14,0.12,10.0,576,1,1,0,0,0,0,0,0,0,1,0,0
24.0,0,2,128052.0,1,15000.0,7.49,0.12,2.0,622,0,1,0,0,0,0,1,0,0,0,0,0
25.0,1,1,55111.0,3,11100.0,13.11,0.2,2.0,594,1,0,0,0,1,0,0,0,0,1,0,0
29.0,1,0,75350.0,4,9000.0,6.62,0.12,7.0,565,1,1,0,0,0,0,0,1,0,0,0,0
26.0,1,3,70553.0,1,6000.0,5.49,0.09,5.0,695,0,1,0,0,0,0,0,0,1,0,0,0
24.0,0,0,43803.0,5,3250.0,6.39,0.07,2.0,568,1,1,0,0,0,0,0,0,0,0,1,0
46.0,0,2,37057.0,25,3050.0,7.88,0.08,14.0,650,0,1,0,0,0,0,0,0,0,0,1,0
23.0,0,3,61078.0,0,10000.0,8.94,0.16,3.0,627,1,0,0,0,1,0,0,0,1,0,0,0
29.0,1,2,60991.0,7,16000.0,10.68,0.26,6.0,650,1,1,0,0,0,0,0,0,0,0,1,0
29.0,1,0,137487.0,9,14000.0,11.01,0.1,6.0,620,0,1,0,0,0,0,0,0,1,0,0,0
29.0,0,1,87593.0,6,15979.0,15.33,0.18,7.0,617,1,1,0,0,0,0,0,0,0,1,0,0
30.0,1,2,192986.0,7,14668.0,13.11,0.08,6.0,577,1,1,0,0,0,0,0,0,0,0,1,0
37.0,1,1,121262.0,16,6000.0,11.99,0.05,13.0,654,0,1,0,0,0,0,0,0,0,0,1,0
21.0,0,0,76438.0,0,4000.0,11.49,0.05,3.0,657,1,0,0,0,1,0,1,0,0,0,0,0
25.0,0,0,109105.0,0,9500.0,11.71,0.09,4.0,629,0,1,0,0,0,0,0,0,1,0,0,0
23.0,0,2,76087.0,0,9600.0,13.22,0.13,3.0,674,0,1,0,0,0,0,0,0,1,0,0,0
37.0,1,0,102690.0,14,10000.0,9.99,0.1,16.0,716,1,1,0,0,0,0,0,1,0,0,0,0
49.0,1,3,51204.0,28,8000.0,7.14,0.16,15.0,529,1,1,0,0,0,0,1,0,0,0,0,0
24.0,0,0,73182.0,0,5500.0,7.95,0.08,3.0,614,0,0,0,0,1,0,0,0,0,1,0,0
23.0,0,0,101987.0,2,25000.0,10.48,0.25,2.0,559,0,1,0,0,0,0,0,0,0,0,1,0
26.0,1,2,61165.0,1,10000.0,8.23,0.16,4.0,667,1,1,0,0,0,0,1,0,0,0,0,0
21.0,1,1,58091.0,0,10800.0,12.84,0.19,2.0,572,0,1,0,0,0,0,1,0,0,0,0,0
21.0,0,2,120998.0,0,7800.0,7.88,0.06,2.0,642,1,0,0,0,1,1,0,0,0,0,0,0
27.0,1,2,60018.0,3,4800.0,14.65,0.08,7.0,676,1,0,0,0,1,1,0,0,0,0,0,0
27.0,1,2,72970.0,4,1800.0,11.46,0.02,8.0,573,0,0,0,0,1,1,0,0,0,0,0,0
40.0,1,1,78849.0,18,8700.0,7.88,0.11,13.0,678,0,0,0,0,1,0,0,0,1,0,0,0
43.0,1,1,48824.0,19,18000.0,11.83,0.37,15.0,613,1,1,0,0,0,0,0,0,1,0,0,0
27.0,1,3,76503.0,2,2500.0,7.68,0.03,7.0,515,1,1,0,0,0,0,0,0,0,1,0,0
31.0,1,0,99750.0,8,9000.0,5.42,0.09,9.0,606,1,1,0,0,0,0,0,1,0,0,0,0
26.0,0,3,73064.0,2,30000.0,14.27,0.41,4.0,639,1,1,0,0,0,0,1,0,0,0,0,0
27.0,1,0,74888.0,0,6000.0,10.99,0.08,7.0,646,1,1,0,0,0,0,0,1,0,0,0,0
26.0,1,2,72707.0,2,16000.0,7.89,0.22,4.0,655,1,1,0,0,0,0,1,0,0,0,0,0
21.0,1,2,27228.0,0,5000.0,15.7,0.18,3.0,640,0,0,0,0,1,0,0,0,0,1,0,0
32.0,1,3,73897.0,9,2000.0,7.9,0.03,7.0,689,0,1,0,0,0,0,0,0,0,1,0,0
35.0,1,0,53630.0,13,3500.0,13.47,0.07,14.0,623,1,0,0,0,1,0,1,0,0,0,0,0
26.0,1,4,88191.0,1,4500.0,7.74,0.05,2.0,650,1,1,0,0,0,0,0,0,1,0,0,0
41.0,1,0,123439.0,17,7000.0,6.92,0.06,12.0,643,0,0,0,1,0,0,1,0,0,0,0,0
31.0,1,3,81178.0,10,3000.0,10.65,0.04,9.0,669,1,1,0,0,0,1,0,0,0,0,0,0
38.0,1,2,103058.0,12,17073.0,8.7,0.17,8.0,576,1,0,0,0,1,0,0,1,0,0,0,0
22.0,1,0,43671.0,2,12320.0,10.49,0.28,4.0,648,1,1,0,0,0,0,0,0,0,1,0,0
26.0,1,1,106501.0,2,3800.0,6.54,0.04,2.0,588,0,1,0,0,0,0,0,1,0,0,0,0
23.0,1,1,98132.0,2,3500.0,10.75,0.04,3.0,545,1,0,0,0,1,0,1,0,0,0,0,0
25.0,0,0,132885.0,0,6500.0,10.37,0.05,3.0,609,1,1,0,0,0,0,1,0,0,0,0,0
29.0,1,2,103930.0,7,9500.0,11.01,0.09,9.0,714,1,1,0,0,0,0,1,0,0,0,0,0
22.0,0,3,101860.0,0,7200.0,5.79,0.07,2.0,637,0,1,0,0,0,1,0,0,0,0,0,0
24.0,0,2,25087.0,3,15900.0,9.92,0.63,4.0,603,1,0,0,1,0,0,0,0,1,0,0,0
36.0,1,0,73972.0,11,10000.0,10.25,0.14,13.0,563,1,1,0,0,0,1,0,0,0,0,0,0
25.0,1,2,29816.0,5,4788.0,11.01,0.16,4.0,608,1,0,0,0,1,1,0,0,0,0,0,0
27.0,1,2,43053.0,2,10000.0,8.12,0.23,3.0,669,0,0,0,0,1,0,0,0,1,0,0,0
35.0,1,1,36526.0,13,6150.0,12.21,0.17,10.0,702,0,0,0,0,1,0,1,0,0,0,0,0
31.0,1,1,92193.0,9,6000.0,7.49,0.07,5.0,632,1,0,0,0,1,0,0,1,0,0,0,0
22.0,1,3,27178.0,0,8500.0,15.05,0.31,4.0,626,0,0,0,1,0,1,0,0,0,0,0,0
23.0,1,2,26272.0,1,4550.0,13.72,0.17,3.0,638,0,0,0,0,1,0,1,0,0,0,0,0
25.0,1,1,44164.0,3,3509.0,9.18,0.08,3.0,573,0,0,0,0,1,0,0,0,1,0,0,0
23.0,0,1,96943.0,0,5000.0,12.42,0.05,4.0,506,1,0,0,0,1,0,0,0,0,0,1,0
23.0,1,1,72997.0,0,5500.0,8.57,0.08,2.0,644,1,0,0,0,1,0,0,1,0,0,0,0
27.0,0,2,66003.0,4,6000.0,6.25,0.09,5.0,680,1,1,0,0,0,0,0,0,0,0,1,0
25.0,1,0,180913.0,0,8200.0,5.79,0.05,3.0,588,1,1,0,0,0,0,1,0,0,0,0,0
24.0,0,0,105507.0,0,6000.0,10.65,0.06,4.0,647,1,1,0,0,0,0,0,0,0,1,0,0
21.0,0,2,73264.0,0,10000.0,5.99,0.14,2.0,688,1,1,0,0,0,1,0,0,0,0,0,0
30.0,0,1,58445.0,11,7500.0,7.49,0.13,6.0,601,1,0,0,0,1,0,0,0,1,0,0,0
23.0,0,2,121171.0,2,15000.0,7.88,0.12,4.0,626,1,1,0,0,0,0,1,0,0,0,0,0
30.0,1,0,134361.0,8,15450.0,10.91,0.11,7.0,655,0,0,0,0,1,0,0,0,0,0,1,0
35.0,0,2,123121.0,12,20000.0,13.85,0.16,5.0,586,0,0,0,0,1,1,0,0,0,0,0,0
28.0,0,3,45292.0,6,15000.0,13.61,0.33,10.0,597,1,0,0,1,0,0,0,1,0,0,0,0
23.0,1,1,65222.0,0,3600.0,12.42,0.06,3.0,580,0,0,0,0,1,0,0,0,1,0,0,0
32.0,1,2,116193.0,11,8000.0,11.29,0.07,7.0,652,1,1,0,0,0,0,0,0,1,0,0,0
23.0,0,2,115808.0,1,1500.0,6.62,0.01,3.0,688,1,1,0,0,0,0,0,0,0,1,0,0
30.0,0,1,120922.0,6,30000.0,16.77,0.25,6.0,601,1,1,0,0,0,0,0,0,0,1,0,0
26.0,0,2,27001.0,0,6000.0,10.59,0.22,4.0,648,0,0,0,0,1,0,0,0,1,0,0,0
28.0,1,0,70490.0,7,4000.0,7.16,0.06,9.0,641,0,0,0,0,1,0,1,0,0,0,0,0
22.0,1,3,50740.0,0,2400.0,12.22,0.05,2.0,621,1,0,0,0,1,0,1,0,0,0,0,0
23.0,0,2,31731.0,1,6000.0,11.01,0.19,4.0,553,1,0,0,0,1,0,0,0,0,1,0,0
31.0,0,2,61058.0,8,4500.0,10.42,0.07,6.0,689,0,0,0,0,1,0,0,0,0,1,0,0
24.0,0,0,65975.0,2,4000.0,9.99,0.06,4.0,611,1,1,0,0,0,0,0,1,0,0,0,0
23.0,1,1,50315.0,0,9500.0,7.88,0.19,2.0,642,1,0,0,0,1,0,1,0,0,0,0,0
23.0,1,0,44258.0,0,6000.0,12.67,0.14,4.0,644,1,0,0,0,1,0,1,0,0,0,0,0
22.0,1,2,54238.0,0,12800.0,12.73,0.24,3.0,604,0,0,0,0,1,0,0,0,1,0,0,0
31.0,1,3,88815.0,7,15000.0,11.01,0.17,9.0,689,0,1,0,0,0,1,0,0,0,0,0,0
22.0,0,2,25101.0,0,4000.0,9.45,0.16,3.0,715,1,0,0,0,1,0,0,0,0,1,0,0
26.0,1,1,86443.0,4,11600.0,10.99,0.13,2.0,674,0,0,0,0,1,0,0,0,1,0,0,0
27.0,1,3,168841.0,5,20000.0,7.9,0.12,6.0,690,0,0,0,0,1,0,1,0,0,0,0,0
52.0,1,1,35799.0,30,7000.0,7.49,0.2,20.0,641,0,0,0,1,0,0,0,0,0,1,0,0
26.0,1,1,56584.0,5,2400.0,9.91,0.04,4.0,607,1,0,0,0,1,1,0,0,0,0,0,0
32.0,0,4,42134.0,6,4000.0,7.49,0.09,9.0,662,1,1,0,0,0,1,0,0,0,0,0,0
23.0,0,1,96844.0,0,10000.0,7.65,0.1,4.0,590,1,1,0,0,0,0,0,0,0,1,0,0
23.0,1,3,67133.0,0,15000.0,9.2,0.22,4.0,687,1,1,0,0,0,1,0,0,0,0,0,0
27.0,1,0,137767.0,3,7602.0,9.45,0.06,9.0,498,1,1,0,0,0,0,0,0,1,0,0,0
24.0,1,3,133079.0,0,20000.0,10.48,0.15,4.0,689,1,0,0,0,1,0,0,0,0,0,1,0
41.0,0,0,46963.0,20,8875.0,19.03,0.19,11.0,698,1,0,0,0,1,0,0,0,1,0,0,0
33.0,0,1,81355.0,9,25000.0,10.99,0.31,6.0,633,0,1,0,0,0,1,0,0,0,0,0,0
37.0,1,2,88417.0,16,23000.0,11.58,0.26,17.0,709,1,1,0,0,0,0,1,0,0,0,0,0
24.0,0,2,49010.0,0,10000.0,8.35,0.2,4.0,677,1,0,0,0,1,0,1,0,0,0,0,0
33.0,0,3,49261.0,14,6000.0,7.51,0.12,6.0,603,1,0,0,0,1,1,0,0,0,0,0,0
39.0,0,1,53826.0,18,8000.0,9.63,0.15,17.0,596,1,1,0,0,0,0,0,0,1,0,0,0
24.0,1,1,145207.0,1,25000.0,13.99,0.17,4.0,671,0,1,0,0,0,0,1,0,0,0,0,0
35.0,0,1,240656.0,13,14110.0,8.49,0.06,13.0,635,0,1,0,0,0,0,0,0,0,1,0,0
32.0,0,3,97027.0,7,5000.0,7.61,0.05,14.0,702,0,1,0,0,0,0,0,0,0,0,1,0
22.0,0,0,32072.0,0,7562.0,10.93,0.24,3.0,574,1,0,0,0,1,1,0,0,0,0,0,0
25.0,0,2,49367.0,0,10000.0,10.0,0.2,4.0,623,1,0,0,0,1,0,0,0,1,0,0,0
37.0,1,2,38720.0,15,6600.0,5.43,0.17,12.0,690,1,0,0,0,1,0,1,0,0,0,0,0
30.0,0,3,91284.0,7,12365.0,11.21,0.14,6.0,525,1,1,0,0,0,0,0,0,0,0,1,0
29.0,1,0,151415.0,5,10000.0,14.35,0.07,9.0,496,1,1,0,0,0,0,0,1,0,0,0,0
26.0,1,2,150897.0,0,20000.0,11.66,0.13,5.0,660,1,1,0,0,0,1,0,0,0,0,0,0
27.0,0,2,78782.0,5,4500.0,7.68,0.06,4.0,609,1,1,0,0,0,0,0,1,0,0,0,0
28.0,1,0,69769.0,5,6000.0,13.49,0.09,8.0,527,1,0,0,0,1,0,0,1,0,0,0,0
31.0,1,2,70798.0,10,3625.0,6.17,0.05,5.0,498,1,1,0,0,0,0,1,0,0,0,0,0
24.0,1,1,48777.0,0,2000.0,11.01,0.04,4.0,607,1,0,0,0,1,0,0,0,0,1,0,0
26.0,0,1,123412.0,6,15000.0,13.75,0.12,6.0,620,1,1,0,0,0,0,0,1,0,0,0,0
24.0,1,2,68539.0,0,14000.0,12.61,0.2,2.0,617,0,0,0,0,1,0,0,0,1,0,0,0
23.0,1,1,90249.0,2,12000.0,11.58,0.13,3.0,534,1,0,0,0,1,0,0,0,0,0,1,0
22.0,0,2,24151.0,0,2282.0,10.11,0.09,3.0,668,1,0,0,1,0,0,0,0,1,0,0,0
29.0,1,2,82741.0,8,15000.0,12.73,0.18,6.0,671,1,1,0,0,0,0,0,0,0,1,0,0
24.0,1,3,37020.0,0,4303.0,9.44,0.12,4.0,653,1,1,0,0,0,0,1,0,0,0,0,0
23.0,0,0,61430.0,0,5300.0,5.42,0.09,4.0,538,0,1,0,0,0,1,0,0,0,0,0,0
29.0,1,2,55071.0,7,10000.0,12.42,0.18,7.0,567,1,0,0,0,1,0,0,0,0,0,1,0
36.0,0,4,231135.0,13,20000.0,11.48,0.09,17.0,688,0,0,1,0,0,0,0,0,0,0,1,0
27.0,1,0,76405.0,4,25000.0,12.79,0.33,5.0,474,1,1,0,0,0,0,1,0,0,0,0,0
23.0,1,0,46532.0,0,4500.0,5.69,0.1,4.0,510,1,0,0,0,1,0,0,0,0,1,0,0
29.0,1,0,108216.0,6,8000.0,13.23,0.07,10.0,654,1,0,0,1,0,0,0,0,1,0,0,0
28.0,1,1,91594.0,3,3500.0,14.91,0.04,9.0,671,1,1,0,0,0,0,1,0,0,0,0,0
22.0,1,1,64602.0,0,8000.0,16.07,0.12,4.0,584,0,1,0,0,0,0,0,0,0,1,0,0
36.0,0,2,108813.0,15,4635.0,10.85,0.04,10.0,648,1,1,0,0,0,0,1,0,0,0,0,0
25.0,0,0,94421.0,6,5000.0,7.66,0.05,3.0,647,0,0,0,0,1,1,0,0,0,0,0,0
22.0,0,0,60918.0,0,6400.0,7.29,0.11,4.0,593,0,1,0,0,0,1,0,0,0,0,0,0
37.0,1,2,51543.0,17,2000.0,14.28,0.04,15.0,638,1,0,0,0,1,1,0,0,0,0,0,0
28.0,1,0,35807.0,5,7125.0,6.25,0.2,6.0,658,1,0,0,0,1,0,0,0,1,0,0,0
26.0,1,3,38360.0,3,7000.0,11.01,0.18,2.0,675,1,0,0,0,1,0,1,0,0,0,0,0
23.0,0,3,109193.0,0,12000.0,8.9,0.11,2.0,610,0,0,0,0,1,0,1,0,0,0,0,0
26.0,0,0,58529.0,5,9548.0,9.62,0.16,5.0,629,1,1,0,0,0,0,1,0,0,0,0,0
29.0,0,2,102844.0,9,8000.0,10.62,0.08,8.0,501,1,0,0,0,1,0,0,0,0,1,0,0
31.0,1,2,114099.0,9,3000.0,5.42,0.03,10.0,620,1,1,0,0,0,0,0,0,0,1,0,0
26.0,0,1,61171.0,2,9000.0,7.66,0.15,3.0,540,1,0,0,0,1,0,0,1,0,0,0,0
35.0,1,0,46978.0,8,10000.0,9.25,0.21,7.0,577,1,0,0,1,0,1,0,0,0,0,0,0
35.0,1,2,103188.0,12,8400.0,11.99,0.08,8.0,670,1,1,0,0,0,0,0,0,0,0,1,0
25.0,1,0,103307.0,0,10095.0,13.03,0.1,5.0,620,0,1,0,0,0,0,0,0,0,0,1,0
29.0,0,1,29949.0,3,4000.0,10.59,0.13,10.0,632,1,1,0,0,0,0,1,0,0,0,0,0
26.0,1,2,72791.0,7,5000.0,10.11,0.07,3.0,702,0,1,0,0,0,0,0,0,1,0,0,0
25.0,0,1,30922.0,7,2500.0,12.98,0.08,4.0,690,1,0,0,0,1,0,0,0,0,0,1,0
35.0,0,2,204859.0,9,6500.0,7.49,0.03,10.0,643,0,1,0,0,0,0,1,0,0,0,0,0
22.0,0,2,52767.0,2,11000.0,5.42,0.21,2.0,646,1,1,0,0,0,0,0,0,0,1,0,0
28.0,1,1,94608.0,5,12000.0,11.11,0.13,10.0,496,1,0,0,0,1,0,0,0,0,1,0,0
39.0,1,2,55172.0,12,8625.0,11.01,0.16,13.0,650,0,1,0,0,0,0,0,0,0,0,1,0
23.0,1,2,82424.0,0,9750.0,10.37,0.12,3.0,708,0,1,0,0,0,0,0,0,0,0,1,0
22.0,0,1,72678.0,0,12000.0,10.0,0.17,3.0,586,0,1,0,0,0,0,0,0,0,1,0,0
24.0,0,2,100941.0,0,25000.0,13.79,0.25,3.0,645,1,1,0,0,0,1,0,0,0,0,0,0
27.0,0,3,209709.0,4,12000.0,12.09,0.06,6.0,644,1,1,0,0,0,0,0,0,0,1,0,0
29.0,0,3,75150.0,9,15000.0,6.91,0.2,10.0,732,1,0,0,0,1,0,0,0,0,0,1,0
30.0,1,2,29477.0,7,6000.0,8.94,0.2,7.0,632,1,1,0,0,0,0,0,1,0,0,0,0
22.0,1,3,52761.0,0,4000.0,7.88,0.08,4.0,713,0,1,0,0,0,1,0,0,0,0,0,0
43.0,1,1,65786.0,19,8725.0,7.29,0.13,14.0,686,1,0,0,0,1,0,1,0,0,0,0,0
56.0,1,3,181110.0,31,10000.0,13.49,0.06,20.0,668,1,0,0,0,1,0,0,1,0,0,0,0
27.0,1,2,62634.0,4,4000.0,7.68,0.06,10.0,696,1,1,0,0,0,0,1,0,0,0,0,0
26.0,0,2,33147.0,5,6000.0,6.0,0.18,4.0,587,0,0,0,0,1,0,0,0,1,0,0,0
22.0,0,3,72956.0,0,3950.0,10.65,0.05,2.0,622,0,1,0,0,0,0,1,0,0,0,0,0
30.0,1,1,101755.0,7,12000.0,11.11,0.12,7.0,630,0,1,0,0,0,0,0,0,0,1,0,0
28.0,0,1,72944.0,7,17000.0,9.1,0.23,7.0,646,0,0,0,0,1,0,0,0,0,1,0,0
23.0,0,2,40158.0,3,4500.0,7.49,0.11,4.0,639,1,0,0,0,1,0,1,0,0,0,0,0
40.0,1,0,65711.0,15,6000.0,13.49,0.09,11.0,680,1,1,0,0,0,0,0,1,0,0,0,0
32.0,1,3,87019.0,9,4000.0,10.17,0.05,6.0,672,0,1,0,0,0,0,0,1,0,0,0,0
26.0,0,2,64706.0,5,6800.0,9.91,0.11,4.0,593,1,0,0,0,1,0,1,0,0,0,0,0
21.0,1,1,40543.0,0,12000.0,11.48,0.3,4.0,666,1,0,0,1,0,0,0,0,0,0,1,0
36.0,0,0,60875.0,9,3000.0,10.19,0.05,11.0,645,0,0,0,0,1,0,1,0,0,0,0,0
22.0,1,1,73100.0,2,3000.0,6.76,0.04,4.0,586,1,1,0,0,0,0,0,0,0,0,1,0
23.0,1,1,43956.0,0,5500.0,17.14,0.13,3.0,445,1,0,0,0,1,0,1,0,0,0,0,0
25.0,0,2,117390.0,1,6523.0,12.93,0.06,2.0,547,1,1,0,0,0,0,0,1,0,0,0,0
27.0,0,0,181410.0,5,25000.0,10.53,0.14,5.0,556,1,1,0,0,0,1,0,0,0,0,0,0
30.0,1,3,65631.0,8,9600.0,11.01,0.15,8.0,732,1,1,0,0,0,0,0,0,0,0,1,0
28.0,1,2,25179.0,7,3000.0,11.01,0.12,6.0,652,0,0,0,0,1,0,0,0,0,0,1,0
37.0,1,3,223137.0,17,4000.0,10.0,0.02,11.0,659,0,1,0,0,0,0,0,0,0,0,1,0
27.0,1,2,41525.0,6,3000.0,12.88,0.07,8.0,625,1,1,0,0,0,0,0,0,1,0,0,0
31.0,1,3,58666.0,8,2000.0,13.74,0.03,8.0,706,1,0,0,0,1,0,0,1,0,0,0,0
26.0,1,1,52858.0,5,11000.0,8.83,0.21,4.0,601,0,1,0,0,0,0,0,0,1,0,0,0
35.0,1,0,173501.0,10,8000.0,10.62,0.05,7.0,644,0,1,0,0,0,0,0,0,0,1,0,0
25.0,1,2,57672.0,0,5019.0,11.45,0.09,4.0,635,1,0,0,0,1,1,0,0,0,0,0,0
22.0,0,3,47824.0,3,6600.0,11.01,0.14,2.0,647,0,0,0,0,1,0,0,0,1,0,0,0
29.0,0,2,145108.0,6,6900.0,10.65,0.05,6.0,613,1,1,0,0,0,0,0,1,0,0,0,0
24.0,1,0,35994.0,3,2500.0,9.48,0.07,3.0,588,0,1,0,0,0,0,0,0,0,1,0,0
26.0,1,2,100510.0,0,20000.0,11.04,0.2,6.0,650,1,1,0,0,0,1,0,0,0,0,0,0
39.0,1,0,73150.0,18,5200.0,11.01,0.07,11.0,625,0,0,0,0,1,0,0,0,0,1,0,0
22.0,1,0,105343.0,2,1561.0,10.15,0.01,4.0,567,1,1,0,0,0,0,0,0,0,1,0,0
22.0,0,2,51671.0,0,5000.0,12.87,0.1,4.0,510,1,0,0,0,1,0,0,0,1,0,0,0
29.0,1,1,69705.0,7,10000.0,18.64,0.14,6.0,669,1,0,0,0,1,0,1,0,0,0,0,0
24.0,0,3,168844.0,4,20000.0,6.54,0.12,4.0,740,0,1,0,0,0,0,0,1,0,0,0,0
25.0,0,2,56406.0,6,2000.0,11.99,0.04,5.0,670,1,0,0,0,1,0,0,0,1,0,0,0
28.0,0,1,95645.0,9,2000.0,16.0,0.02,10.0,676,1,1,0,0,0,0,0,0,0,0,1,0
23.0,0,0,92710.0,4,6000.0,6.91,0.06,4.0,697,0,1,0,0,0,1,0,0,0,0,0,0
29.0,0,2,62181.0,8,5000.0,8.0,0.08,6.0,673,0,0,0,0,1,1,0,0,0,0,0,0
22.0,0,0,40373.0,0,5000.0,13.48,0.12,3.0,615,0,0,0,0,1,0,0,0,0,1,0,0
26.0,1,2,39415.0,6,6391.0,12.97,0.16,4.0,605,1,0,0,0,1,0,1,0,0,0,0,0
28.0,1,2,35766.0,3,6250.0,12.87,0.17,9.0,603,1,0,0,1,0,0,0,0,0,0,1,0
42.0,1,4,99557.0,18,22000.0,10.99,0.22,12.0,608,1,0,0,0,1,1,0,0,0,0,0,0
24.0,1,0,60802.0,2,15000.0,9.2,0.25,3.0,441,1,1,0,0,0,0,0,0,0,0,1,0
27.0,1,1,78740.0,7,8000.0,7.49,0.1,9.0,566,1,1,0,0,0,0,0,1,0,0,0,0
24.0,0,2,85221.0,6,7500.0,7.49,0.09,2.0,671,1,0,0,0,1,0,0,0,0,0,1,0
24.0,0,2,84895.0,6,2000.0,8.7,0.02,3.0,609,1,0,0,0,1,0,0,0,0,0,1,0
33.0,0,1,192927.0,12,7500.0,11.11,0.04,9.0,703,1,0,0,0,1,0,1,0,0,0,0,0
33.0,0,2,145171.0,9,6000.0,6.92,0.04,8.0,670,0,1,0,0,0,0,0,0,0,1,0,0
24.0,0,3,70925.0,2,6000.0,12.87,0.08,2.0,662,1,0,0,0,1,0,0,0,0,0,1,0
33.0,0,1,98306.0,12,7500.0,10.08,0.08,9.0,677,1,1,0,0,0,0,0,0,0,0,1,0
22.0,1,2,42826.0,0,12149.0,14.14,0.28,4.0,628,1,1,0,0,0,0,0,0,0,0,1,0
24.0,1,3,69299.0,0,14118.0,13.76,0.2,4.0,640,0,1,0,0,0,0,0,0,0,0,1,0
22.0,0,3,83178.0,0,12000.0,15.31,0.14,3.0,687,0,0,0,0,1,0,0,0,0,1,0,0
24.0,0,0,72962.0,2,12000.0,10.99,0.16,4.0,636,0,0,0,0,1,0,1,0,0,0,0,0
23.0,1,3,52734.0,2,8500.0,11.01,0.16,4.0,640,0,1,0,0,0,0,0,0,0,0,1,0
23.0,1,2,85339.0,1,10000.0,6.62,0.12,4.0,614,1,1,0,0,0,0,0,0,0,1,0,0
32.0,1,0,51206.0,9,2000.0,13.82,0.04,9.0,528,1,0,0,0,1,0,0,0,0,0,1,0
36.0,1,0,181229.0,17,3000.0,7.29,0.02,17.0,706,1,1,0,0,0,0,1,0,0,0,0,0
29.0,0,2,41793.0,7,6400.0,6.0,0.15,8.0,653,1,0,0,0,1,1,0,0,0,0,0,0
56.0,1,0,240491.0,36,2859.0,11.22,0.01,20.0,662,0,1,0,0,0,1,0,0,0,0,0,0
24.0,0,2,103449.0,1,10000.0,12.99,0.1,4.0,672,1,1,0,0,0,0,0,0,0,0,1,0
31.0,0,0,96961.0,8,6000.0,6.03,0.06,10.0,698,1,0,0,0,1,0,0,0,1,0,0,0
30.0,1,2,104905.0,5,2517.0,9.49,0.02,8.0,597,1,0,0,0,1,0,0,0,0,1,0,0
23.0,0,1,48602.0,1,9250.0,16.07,0.19,2.0,609,1,0,0,0,1,0,1,0,0,0,0,0
30.0,0,2,48585.0,9,4000.0,12.99,0.08,9.0,688,0,0,0,0,1,1,0,0,0,0,0,0
27.0,1,0,67816.0,8,14000.0,10.65,0.21,7.0,640,1,0,0,0,1,0,0,0,1,0,0,0
22.0,1,2,61123.0,1,15000.0,8.2,0.25,3.0,652,1,0,0,0,1,0,0,0,0,1,0,0
23.0,1,1,34420.0,0,6801.0,8.49,0.2,4.0,643,1,0,0,0,1,0,1,0,0,0,0,0
